Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Growth Environment]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Media Information]	Parameter Value[Growth Temperature]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
B19	B19	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B20	B20	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B21	B21	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B23	B23	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B24	B24	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E1	E1	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E4	E4	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E5	E5	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E6	E6	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E7	E7	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E8	E8	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E10	E10	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E11	E11	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E12	E12	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E13	E13	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E14	E14	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E15	E15	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E16	E16	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E17	E17	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E18	E18	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E19	E19	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E20	E20	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E21	E21	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E22	E22	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E23	E23	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
E24	E24	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F1	F1	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F2	F2	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F3	F3	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F4	F4	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F5	F5	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F6	F6	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F7	F7	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F8	F8	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F9	F9	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F10	F10	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F11	F11	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F12	F12	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F13	F13	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F14	F14	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
